id,name,supertype,subtypes,hp,types,rarity,artist,attacks_count,attacks_damage,converted_retreat_cost,set_id,set_name,series,release_date,set_total
sv1-218,Mabosstiff,Pokémon,Stage 1,130,Darkness,Illustration Rare,OKACHEKE,1,160,3.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-219,Bombirdier,Pokémon,Basic,110,Darkness,Illustration Rare,Shibuzoh.,2,|60,1.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-220,Kingambit,Pokémon,Stage 2,170,Darkness,Illustration Rare,Shin Nagasawa,1,160,3.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-221,Starly,Pokémon,Basic,60,Colorless,Illustration Rare,saino misaki,1,20,1.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-222,Skwovet,Pokémon,Basic,60,Colorless,Illustration Rare,Teeziro,1,20,1.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-223,Spidops ex,Pokémon,Stage 1|ex,260,Grass,Ultra Rare,takuyoa,1,90+,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-224,Arcanine ex,Pokémon,Stage 1|Tera|ex,280,Fire,Ultra Rare,5ban Graphics,2,30+|250,3.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-225,Gyarados ex,Pokémon,Stage 1|Tera|ex,300,Water,Ultra Rare,5ban Graphics,2,100|180+,4.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-226,Magnezone ex,Pokémon,Stage 2|ex,330,Lightning,Ultra Rare,PLANETA Tsuji,2,50×|220,3.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-227,Miraidon ex,Pokémon,Basic|ex,220,Lightning,Ultra Rare,5ban Graphics,1,220,1.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-228,Gardevoir ex,Pokémon,Stage 2|ex,310,Psychic,Ultra Rare,N-DESIGN Inc.,1,190,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-229,Banette ex,Pokémon,Stage 1|ex,250,Psychic,Ultra Rare,PLANETA Mochizuki,2,30|60×,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-230,Great Tusk ex,Pokémon,Basic|ex,250,Fighting,Ultra Rare,5ban Graphics,2,40|250,4.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-231,Koraidon ex,Pokémon,Basic|ex,230,Fighting,Ultra Rare,aky CG Works,1,220,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-232,Toxicroak ex,Pokémon,Stage 1|ex,250,Darkness,Ultra Rare,PLANETA Hiiragi,2,|120,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-233,Iron Treads ex,Pokémon,Basic|ex,220,Metal,Ultra Rare,5ban Graphics,2,|160,3.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-234,Oinkologne ex,Pokémon,Stage 1|ex,260,Colorless,Ultra Rare,aky CG Works,2,10+|210,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-235,Arven,Trainer,Supporter,,,Ultra Rare,GIDORA,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-236,Jacq,Trainer,Supporter,,,Ultra Rare,GIDORA,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-237,Katy,Trainer,Supporter,,,Ultra Rare,Akira Komayama,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-238,Miriam,Trainer,Supporter,,,Ultra Rare,Sanosuke Sakuma,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-239,Penny,Trainer,Supporter,,,Ultra Rare,yuu,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-240,Professor's Research (Professor Sada),Trainer,Supporter,,,Ultra Rare,kirisAki,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-241,Professor's Research (Professor Turo),Trainer,Supporter,,,Ultra Rare,kirisAki,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-242,Team Star Grunt,Trainer,Supporter,,,Ultra Rare,nagimiso,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-243,Spidops ex,Pokémon,Stage 1|ex,260,Grass,Special Illustration Rare,Miki Tanaka,1,90+,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-244,Miraidon ex,Pokémon,Basic|ex,220,Lightning,Special Illustration Rare,kantaro,1,220,1.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-245,Gardevoir ex,Pokémon,Stage 2|ex,310,Psychic,Special Illustration Rare,Jiro Sasumo,1,190,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-246,Great Tusk ex,Pokémon,Basic|ex,250,Fighting,Special Illustration Rare,Pani Kobayashi,2,40|250,4.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-247,Koraidon ex,Pokémon,Basic|ex,230,Fighting,Special Illustration Rare,Ryota Murayama,1,220,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-248,Iron Treads ex,Pokémon,Basic|ex,220,Metal,Special Illustration Rare,KEIICHIRO ITO,2,|160,3.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-249,Arven,Trainer,Supporter,,,Special Illustration Rare,kantaro,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-250,Jacq,Trainer,Supporter,,,Special Illustration Rare,Oswaldo KATO,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-251,Miriam,Trainer,Supporter,,,Special Illustration Rare,Akira Komayama,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-252,Penny,Trainer,Supporter,,,Special Illustration Rare,OKACHEKE,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-253,Miraidon ex,Pokémon,Basic|ex,220,Lightning,Hyper Rare,5ban Graphics,1,220,1.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-254,Koraidon ex,Pokémon,Basic|ex,230,Fighting,Hyper Rare,aky CG Works,1,220,2.0,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-255,Nest Ball,Trainer,Item,,,Hyper Rare,Toyste Beach,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-256,Rare Candy,Trainer,Item,,,Hyper Rare,Studio Bora Inc.,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-257,Basic Lightning Energy,Energy,Basic,,,Hyper Rare,,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv1-258,Basic Fighting Energy,Energy,Basic,,,Hyper Rare,,0,,,sv1,Scarlet & Violet,Scarlet & Violet,2023/03/31,258
sv10-1,Ethan's Pinsir,Pokémon,Basic,120,Grass,Uncommon,,2,20|70+,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-2,Yanma,Pokémon,Basic,70,Grass,Common,,2,|30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-3,Yanmega ex,Pokémon,Stage 1|ex,280,Grass,Double Rare,,1,210,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-4,Pineco,Pokémon,Basic,70,Grass,Common,,1,10,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-5,Shroomish,Pokémon,Basic,60,Grass,Common,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-6,Breloom,Pokémon,Stage 1,120,Grass,Common,,2,30+|90,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-7,Cynthia's Roselia,Pokémon,Basic,70,Grass,Common,,1,20,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-8,Cynthia's Roserade,Pokémon,Stage 1,130,Grass,Rare,,1,80,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-9,Mow Rotom,Pokémon,Basic,70,Grass,Common,,2,20|30×,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-10,Shaymin,Pokémon,Basic,80,Grass,Uncommon,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-11,Dwebble,Pokémon,Basic,70,Grass,Common,,1,,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-12,Crustle,Pokémon,Stage 1,150,Grass,Rare,,1,120,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-13,Fomantis,Pokémon,Basic,60,Grass,Common,,1,20,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-14,Lurantis,Pokémon,Stage 1,120,Grass,Uncommon,,2,30|130,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-15,Team Rocket's Blipbug,Pokémon,Basic,60,Grass,Common,,1,,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-16,Applin,Pokémon,Basic,40,Grass,Common,,1,10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-17,Dipplin,Pokémon,Stage 1,90,Grass,Common,,1,50,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-18,Hydrapple,Pokémon,Stage 2,170,Grass,Rare,,2,|140,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-19,Team Rocket's Tarountula,Pokémon,Basic,50,Grass,Common,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-20,Team Rocket's Spidops,Pokémon,Stage 1,130,Grass,Rare,,1,30×,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-21,Smoliv,Pokémon,Basic,60,Grass,Common,,1,10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-22,Dolliv,Pokémon,Stage 1,90,Grass,Common,,2,|40,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-23,Arboliva ex,Pokémon,Stage 2|ex,310,Grass,Double Rare,,2,|160,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-24,Rellor,Pokémon,Basic,40,Grass,Common,,2,|10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-25,Rabsca ex,Pokémon,Stage 1|ex,250,Grass,Double Rare,,2,|20+,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-26,Teal Mask Ogerpon,Pokémon,Basic,110,Grass,Uncommon,,2,|120,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-27,Growlithe,Pokémon,Basic,80,Fire,Common,,2,10|20,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-28,Arcanine,Pokémon,Stage 1,140,Fire,Uncommon,,2,50|100+,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-29,Ponyta,Pokémon,Basic,70,Fire,Common,,1,10×,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-30,Rapidash,Pokémon,Stage 1,110,Fire,Uncommon,,1,60,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-31,Team Rocket's Moltres ex,Pokémon,Basic|ex,220,Fire,Double Rare,,2,110|,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-32,Ethan's Cyndaquil,Pokémon,Basic,70,Fire,Common,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-33,Ethan's Quilava,Pokémon,Stage 1,100,Fire,Common,,1,40,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-34,Ethan's Typhlosion,Pokémon,Stage 2,170,Fire,Rare,,2,40+|160,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-35,Ethan's Slugma,Pokémon,Basic,80,Fire,Common,,1,20,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-36,Ethan's Magcargo,Pokémon,Stage 1,130,Fire,Rare,,1,70×,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-37,Team Rocket's Houndour,Pokémon,Basic,70,Fire,Common,,1,20,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-38,Team Rocket's Houndoom,Pokémon,Stage 1,130,Fire,Uncommon,,2,|120,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-39,Ethan's Ho-Oh ex,Pokémon,Basic|ex,230,Fire,Double Rare,,1,160,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-40,Torchic,Pokémon,Basic,70,Fire,Common,,2,|10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-41,Combusken,Pokémon,Stage 1,100,Fire,Common,,2,20|40×,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-42,Blaziken,Pokémon,Stage 2,170,Fire,Rare,,2,70|120,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-43,Heat Rotom,Pokémon,Basic,80,Fire,Common,,2,|30×,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-44,Hearthflame Mask Ogerpon,Pokémon,Basic,110,Fire,Uncommon,,2,|80,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-45,Misty's Psyduck,Pokémon,Basic,70,Water,Uncommon,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-46,Misty's Staryu,Pokémon,Basic,70,Water,Common,,1,20,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-47,Misty's Starmie,Pokémon,Stage 1,100,Water,Uncommon,,1,60+,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-48,Misty's Magikarp,Pokémon,Basic,30,Water,Common,,1,10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-49,Misty's Gyarados,Pokémon,Stage 1,180,Water,Rare,,2,70×|120,4.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-50,Misty's Lapras,Pokémon,Basic,110,Water,Common,,2,|60,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-51,Team Rocket's Articuno,Pokémon,Basic,120,Water,Rare,,1,60+,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-52,Cynthia's Feebas,Pokémon,Basic,30,Water,Common,,1,10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-53,Cynthia's Milotic,Pokémon,Stage 1,130,Water,Uncommon,,1,60,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-54,Clamperl,Pokémon,Basic,60,Water,Common,,1,10,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-55,Huntail,Pokémon,Stage 1,110,Water,Uncommon,,1,80,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-56,Gorebyss,Pokémon,Stage 1,90,Water,Rare,,1,30×,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-57,Buizel,Pokémon,Basic,70,Water,Common,,2,10|30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-58,Floatzel,Pokémon,Stage 1,120,Water,Uncommon,,2,30|140,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-59,Snover,Pokémon,Basic,90,Water,Common,,2,20|50,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-60,Abomasnow,Pokémon,Stage 1,150,Water,Uncommon,,2,90|120+,4.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-61,Wash Rotom,Pokémon,Basic,80,Water,Common,,2,20|30×,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-62,Arrokuda,Pokémon,Basic,70,Water,Common,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-63,Barraskewda,Pokémon,Stage 1,130,Water,Uncommon,,2,40|60,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-64,Cetoddle,Pokémon,Basic,100,Water,Common,,2,30|80,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-65,Cetitan ex,Pokémon,Stage 1|ex,300,Water,Double Rare,,1,140+,4.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-66,Dondozo ex,Pokémon,Basic|ex,260,Water,Double Rare,,2,30+|120+,4.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-67,Wellspring Mask Ogerpon,Pokémon,Basic,110,Water,Uncommon,,2,|100,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-68,Electabuzz,Pokémon,Basic,90,Lightning,Common,,1,50,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-69,Electivire ex,Pokémon,Stage 1|ex,280,Lightning,Double Rare,,2,|180+,4.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-70,Team Rocket's Zapdos,Pokémon,Basic,120,Lightning,Rare,,2,30|60+,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-71,Ethan's Pichu,Pokémon,Basic,30,Lightning,Common,,1,30,,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-72,Team Rocket's Mareep,Pokémon,Basic,60,Lightning,Common,,2,|10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-73,Team Rocket's Flaaffy,Pokémon,Stage 1,90,Lightning,Common,,1,50,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-74,Team Rocket's Ampharos,Pokémon,Stage 2,140,Lightning,Uncommon,,1,140,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-75,Electrike,Pokémon,Basic,60,Lightning,Common,,2,10|30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-76,Manectric,Pokémon,Stage 1,120,Lightning,Uncommon,,2,30|120,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-77,Rotom,Pokémon,Basic,60,Lightning,Common,,2,20|30×,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-78,Zeraora,Pokémon,Basic,100,Lightning,Rare,,2,20|,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-79,Team Rocket's Drowzee,Pokémon,Basic,80,Psychic,Common,,1,10,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-80,Team Rocket's Hypno,Pokémon,Stage 1,130,Psychic,Uncommon,,2,40|80×,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-81,Team Rocket's Mewtwo ex,Pokémon,Basic|ex,280,Psychic,Double Rare,,1,160+,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-82,Team Rocket's Wobbuffet,Pokémon,Basic,110,Psychic,Rare,,2,|70,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-83,Steven's Baltoy,Pokémon,Basic,60,Psychic,Common,,2,|20,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-84,Steven's Claydol,Pokémon,Stage 1,120,Psychic,Uncommon,,2,20|220,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-85,Team Rocket's Chingling,Pokémon,Basic,30,Psychic,Common,,1,,,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-86,Steven's Carbink,Pokémon,Basic,80,Psychic,Common,,1,80,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-87,Team Rocket's Mimikyu,Pokémon,Basic,60,Psychic,Uncommon,,1,,,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-88,Team Rocket's Dottler,Pokémon,Stage 1,80,Psychic,Common,,2,|30,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-89,Team Rocket's Orbeetle,Pokémon,Stage 2,130,Psychic,Uncommon,,1,40+,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-90,Mankey,Pokémon,Basic,70,Fighting,Common,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-91,Primeape,Pokémon,Stage 1,110,Fighting,Common,,1,,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-92,Annihilape,Pokémon,Stage 2,150,Fighting,Rare,,1,160,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-93,Ethan's Sudowoodo,Pokémon,Basic,110,Fighting,Common,,2,20|,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-94,Team Rocket's Larvitar,Pokémon,Basic,70,Fighting,Common,,1,10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-95,Team Rocket's Pupitar,Pokémon,Stage 1,100,Fighting,Common,,1,30,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-96,Team Rocket's Tyranitar,Pokémon,Stage 2,180,Fighting,Rare,,1,180,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-97,Nosepass,Pokémon,Basic,80,Fighting,Common,,2,20|40,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-98,Probopass,Pokémon,Stage 1,140,Fighting,Uncommon,,2,40|70+,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-99,Meditite,Pokémon,Basic,70,Fighting,Common,,1,10+,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-100,Medicham,Pokémon,Stage 1,120,Fighting,Uncommon,,1,50+,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-101,Regirock ex,Pokémon,Basic|ex,230,Fighting,Double Rare,,2,|140+,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-102,Cynthia's Gible,Pokémon,Basic,70,Fighting,Common,,1,20,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-103,Cynthia's Gabite,Pokémon,Stage 1,100,Fighting,Common,,1,40,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-104,Cynthia's Garchomp ex,Pokémon,Stage 2|ex,330,Fighting,Double Rare,,2,100|260,,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-105,Hippopotas,Pokémon,Basic,90,Fighting,Common,,1,10,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-106,Hippowdon,Pokémon,Stage 1,160,Fighting,Uncommon,,2,60|150,4.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-107,Mudbray,Pokémon,Basic,90,Fighting,Common,,1,40×,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-108,Mudsdale,Pokémon,Stage 1,150,Fighting,Uncommon,,1,130,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-109,Arven's Toedscool,Pokémon,Basic,70,Fighting,Common,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-110,Arven's Toedscruel,Pokémon,Stage 1,140,Fighting,Uncommon,,2,|120,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-111,Cornerstone Mask Ogerpon,Pokémon,Basic,110,Fighting,Uncommon,,2,|100,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-112,Team Rocket's Ekans,Pokémon,Basic,70,Darkness,Common,,2,|10,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-113,Team Rocket's Arbok,Pokémon,Stage 1,130,Darkness,Uncommon,,1,,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-114,Team Rocket's Nidoran♀,Pokémon,Basic,70,Darkness,Common,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-115,Team Rocket's Nidorina,Pokémon,Stage 1,90,Darkness,Common,,2,|50,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-116,Team Rocket's Nidoqueen,Pokémon,Stage 2,170,Darkness,Uncommon,,2,60+|130,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-117,Team Rocket's Nidoran♂,Pokémon,Basic,70,Darkness,Common,,2,10|30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-118,Team Rocket's Nidorino,Pokémon,Stage 1,100,Darkness,Common,,2,30|60+,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-119,Team Rocket's Nidoking ex,Pokémon,Stage 2|ex,330,Darkness,Double Rare,,2,100|240,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-120,Team Rocket's Zubat,Pokémon,Basic,50,Darkness,Common,,1,,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-121,Team Rocket's Golbat,Pokémon,Stage 1,80,Darkness,Uncommon,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-122,Team Rocket's Crobat ex,Pokémon,Stage 2|ex,310,Darkness,Double Rare,,1,120,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-123,Team Rocket's Grimer,Pokémon,Basic,80,Darkness,Common,,1,,3.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-124,Team Rocket's Muk,Pokémon,Stage 1,150,Darkness,Uncommon,,2,40|100×,4.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-125,Team Rocket's Koffing,Pokémon,Basic,70,Darkness,Common,,1,30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-126,Team Rocket's Weezing,Pokémon,Stage 1,130,Darkness,Uncommon,,1,40×,2.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-127,Team Rocket's Murkrow,Pokémon,Basic,80,Darkness,Uncommon,,2,|30,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-128,Team Rocket's Sneasel,Pokémon,Basic,80,Darkness,Rare,,2,20|,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-129,Cynthia's Spiritomb,Pokémon,Basic,70,Darkness,Uncommon,,1,10×,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-130,Marnie's Purrloin,Pokémon,Basic,60,Darkness,Common,,1,20+,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-131,Marnie's Liepard,Pokémon,Stage 1,100,Darkness,Uncommon,,1,70+,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
sv10-132,Marnie's Scraggy,Pokémon,Basic,70,Darkness,Common,,1,50,1.0,sv10,Destined Rivals,Scarlet & Violet,2025/05/30,244
